phase,experiment,architecture_id,dataset,dataset_config,encoder,F,seed,validation_accuracy,validation_binding_score,test_accuracy,test_binding_score,primary_accuracy,maximum_logged_validation_accuracy,maximum_logged_validation_binding,entered_normalized_binding_regime,test_normalized_binding_regime,high_test_success_080,success,normalized_binding_regime_threshold,raw_equivalent_validation_threshold,present_value_baseline,global_chance_accuracy,d_input,d_model,n_layers,n_heads,head_dim,inner_dim,d_ff,parameter_count,batch_size,max_steps,final_step,learning_rate,weight_decay,elapsed_seconds,final_gradient_norm_before_clipping,final_q_rms,final_k_rms,final_v_rms,final_attention_logit_std,final_attention_entropy,final_attention_max_probability,learning_curve_csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,313,0.162109375,-0.0054687499999999,0.177490234375,0.01298828125,0.177490234375,0.174560546875,0.00947265625,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1098.7679772377014,3.407072067260742,0.7796154071887335,0.988497624794642,0.4457197338342666,2.432801991701126,1.2545343140761058,0.482760747273763,agnews_external_confirmation_F6_H8_D32_F6_seed313.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,314,0.166748046875,9.765625000001108e-05,0.16259765625,-0.0048828124999999,0.16259765625,0.1796875,0.015625,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1097.1797552108765,3.3272597789764404,0.7405270288387934,0.9689125915368398,0.4388793657223384,2.160084972778956,1.2884163558483124,0.465905949473381,agnews_external_confirmation_F6_H8_D32_F6_seed314.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,315,0.175537109375,0.01064453125,0.16943359375,0.0033203125,0.16943359375,0.177001953125,0.01240234375,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1100.0219860076904,3.449572801589966,0.8058108041683832,1.0128861765066783,0.4411621292432149,2.492932081222534,1.2293922702471416,0.5099622557560602,agnews_external_confirmation_F6_H8_D32_F6_seed315.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,316,0.38232421875,0.2587890625,0.37451171875,0.2494140625,0.37451171875,0.38232421875,0.2587890625,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1100.6784834861755,3.742538928985596,1.2150013893842695,1.299881120522817,0.5199818809827169,6.564555466175079,0.8386143843332926,0.6785426735877991,agnews_external_confirmation_F6_H8_D32_F6_seed316.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,317,0.963134765625,0.95576171875,0.967041015625,0.96044921875,0.967041015625,0.96484375,0.9578125,True,True,True,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1088.6810834407806,3.865797519683838,1.7233038246631622,1.933743993441264,0.6017330288887024,12.093528946240744,0.4171079844236374,0.836966892083486,agnews_external_confirmation_F6_H8_D32_F6_seed317.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,318,0.18310546875,0.0197265625,0.19140625,0.0296875,0.19140625,0.18359375,0.0203125,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1100.0178818702698,3.2591981887817383,1.012187376618385,1.0736750463644664,0.4492269456386566,3.947070280710856,1.027844786643982,0.5801224857568741,agnews_external_confirmation_F6_H8_D32_F6_seed318.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,319,0.782958984375,0.7395507812500001,0.7724609375,0.726953125,0.7724609375,0.782958984375,0.7395507812500001,True,True,False,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1094.768891096115,6.865027904510498,2.0585917234420776,2.0944761435190835,0.538904627164205,19.92429985602697,0.399217315018177,0.8411834637324015,agnews_external_confirmation_F6_H8_D32_F6_seed319.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,320,0.1767578125,0.012109375,0.167236328125,0.00068359375,0.167236328125,0.1767578125,0.012109375,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1097.5608022212982,3.4746363162994385,0.7618848731120428,0.962969442208608,0.4385417054096858,2.168750544389089,1.2925593157609303,0.4605844815572102,agnews_external_confirmation_F6_H8_D32_F6_seed320.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,321,0.1650390625,-0.0019531249999999,0.1650390625,-0.0019531249999999,0.1650390625,0.170654296875,0.00478515625,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1099.2056939601898,3.375265121459961,0.7588826517264048,1.0224182605743408,0.4481643835703532,2.5289217631022134,1.2468881011009216,0.4854289541641871,agnews_external_confirmation_F6_H8_D32_F6_seed321.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,322,0.302734375,0.16328125,0.3095703125,0.171484375,0.3095703125,0.302734375,0.16328125,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1099.7165694236755,3.648858785629273,1.1621419688065846,1.292607804139455,0.4846686273813247,6.366206248601277,0.8898394207159678,0.6570320874452591,agnews_external_confirmation_F6_H8_D32_F6_seed322.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,323,0.842529296875,0.81103515625,0.83837890625,0.8060546875,0.83837890625,0.842529296875,0.81103515625,True,True,True,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1093.0211036205292,5.437196254730225,1.9006449282169344,2.090906818707784,0.5606360882520676,17.715191741784412,0.3854747215906779,0.8501197199026743,agnews_external_confirmation_F6_H8_D32_F6_seed323.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,324,0.1767578125,0.012109375,0.173095703125,0.00771484375,0.173095703125,0.17822265625,0.0138671875,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1100.656213760376,3.369828224182129,0.9688844780127208,1.101992001136144,0.4442609796921412,3.8775883515675855,1.0173596342404685,0.5899974952141444,agnews_external_confirmation_F6_H8_D32_F6_seed324.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,325,0.17626953125,0.0115234375,0.1611328125,-0.0066406249999999,0.1611328125,0.18115234375,0.0173828125,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1097.7491128444672,3.3641247749328613,0.7439118574062983,0.9400465687115988,0.4291414668162663,2.0219480196634927,1.3176671465237937,0.4580928534269333,agnews_external_confirmation_F6_H8_D32_F6_seed325.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,326,0.168701171875,0.00244140625,0.172607421875,0.00712890625,0.172607421875,0.184814453125,0.02177734375,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1099.5196185112,3.529702663421631,0.7625697453816732,0.9476953645547233,0.4426014870405197,2.1428120930989585,1.303211083014806,0.4679699639479319,agnews_external_confirmation_F6_H8_D32_F6_seed326.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,327,0.169677734375,0.00361328125,0.159912109375,-0.0081054687499999,0.159912109375,0.176513671875,0.01181640625,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1099.624927520752,3.3750460147857666,0.7499557038148245,0.9625441829363504,0.448191225528717,2.164729237556457,1.2743850847085316,0.475231538216273,agnews_external_confirmation_F6_H8_D32_F6_seed327.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,328,0.293701171875,0.15244140625,0.30029296875,0.1603515625,0.30029296875,0.293701171875,0.15244140625,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1101.0977971553802,3.438455104827881,1.131034955382347,1.2498183250427246,0.4796550621589024,5.808328201373418,0.944384217262268,0.6370682815710703,agnews_external_confirmation_F6_H8_D32_F6_seed328.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,329,0.710693359375,0.65283203125,0.7138671875,0.656640625,0.7138671875,0.710693359375,0.65283203125,True,True,False,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1097.5440046787262,7.030704021453857,1.7967955072720845,1.9504435857137044,0.5543189744154612,14.87643947203954,0.4514197657505671,0.8233267068862915,agnews_external_confirmation_F6_H8_D32_F6_seed329.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,330,0.1611328125,-0.0066406249999999,0.171630859375,0.00595703125,0.171630859375,0.172607421875,0.00712890625,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1099.1389288902285,3.3480725288391118,0.7315995742877325,0.9452728231747946,0.4348542143901189,2.004199335972468,1.3103071053822837,0.4566604693730672,agnews_external_confirmation_F6_H8_D32_F6_seed330.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,331,0.364990234375,0.23798828125,0.367919921875,0.24150390625,0.367919921875,0.364990234375,0.23798828125,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1098.517576932907,3.878387451171875,1.2805154075225194,1.3332660992940266,0.5238041033347448,6.632400661706924,0.8818365385135015,0.6577225128809611,agnews_external_confirmation_F6_H8_D32_F6_seed331.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,332,0.1708984375,0.005078125,0.170654296875,0.00478515625,0.170654296875,0.171630859375,0.00595703125,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1102.2663507461548,3.369333267211914,0.7456465115149816,0.964982658624649,0.4293104062477748,2.2527765532334647,1.315315494934718,0.4486975967884063,agnews_external_confirmation_F6_H8_D32_F6_seed332.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,333,0.1748046875,0.009765625,0.164306640625,-0.0028320312499999,0.164306640625,0.179931640625,0.01591796875,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1099.3675191402435,3.6456048488616943,0.7474164466063181,0.9716515044371288,0.4314475953578949,2.3586906592051187,1.2771328389644625,0.4681320488452911,agnews_external_confirmation_F6_H8_D32_F6_seed333.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,334,0.16650390625,-0.0001953124999999,0.169921875,0.00390625,0.169921875,0.180908203125,0.01708984375,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1098.1387391090393,3.2928736209869385,0.7198158303896586,0.976082315047582,0.4311635345220566,2.163482358058294,1.3058280050754547,0.4540455838044484,agnews_external_confirmation_F6_H8_D32_F6_seed334.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,335,0.16748046875,0.0009765625,0.171142578125,0.00537109375,0.171142578125,0.17626953125,0.0115234375,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1099.2377264499664,3.429612874984741,0.7432378729184469,0.9814107716083528,0.4349863628546397,2.251719315846761,1.270052045583725,0.4711202482382456,agnews_external_confirmation_F6_H8_D32_F6_seed335.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,336,0.1611328125,-0.0066406249999999,0.16943359375,0.0033203125,0.16943359375,0.173828125,0.00859375,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1100.487517118454,3.4717438220977783,0.706307848294576,0.9001420040925344,0.4241801848014195,1.781876673301061,1.3526458541552226,0.4391431510448456,agnews_external_confirmation_F6_H8_D32_F6_seed336.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,337,0.173095703125,0.00771484375,0.17041015625,0.0044921875,0.17041015625,0.1767578125,0.012109375,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1099.1244587898254,3.50077486038208,0.8106024265289307,1.0315207839012146,0.4408643494049708,2.785804013411204,1.171745280424754,0.5158101965983709,agnews_external_confirmation_F6_H8_D32_F6_seed337.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,338,0.962158203125,0.95458984375,0.965087890625,0.95810546875,0.965087890625,0.962158203125,0.95458984375,True,True,True,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1091.1805248260498,3.28337025642395,1.9202013909816744,1.928526024023692,0.5827589482069016,14.606395999590555,0.4217509056131045,0.8319917420546213,agnews_external_confirmation_F6_H8_D32_F6_seed338.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,339,0.166748046875,9.765625000001108e-05,0.175537109375,0.01064453125,0.175537109375,0.176025390625,0.01123046875,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,917.8434841632844,3.397050380706787,0.7823072820901871,0.9513448973496756,0.4354111005862554,2.2388148109118142,1.2646768192450206,0.4929694732030232,agnews_external_confirmation_F6_H8_D32_F6_seed339.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,340,0.166748046875,9.765625000001108e-05,0.161865234375,-0.0057617187499999,0.161865234375,0.175048828125,0.01005859375,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1059.6969492435455,3.40939736366272,0.7630551854769388,0.9801473518212636,0.4400807470083236,2.3583244184652963,1.2532456715901692,0.4946062962214152,agnews_external_confirmation_F6_H8_D32_F6_seed340.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,341,0.16162109375,-0.0060546874999999,0.17138671875,0.0056640625,0.17138671875,0.17138671875,0.0056640625,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1060.4428775310516,3.1885790824890137,0.7157366722822189,0.961265355348587,0.422489196062088,2.217566857735316,1.3399895926316578,0.442027469476064,agnews_external_confirmation_F6_H8_D32_F6_seed341.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,342,0.8271484375,0.792578125,0.830078125,0.79609375,0.830078125,0.8271484375,0.792578125,True,True,True,True,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1055.0027379989624,6.220742225646973,2.2615720431009927,2.1699726581573486,0.5466908812522888,22.49952842791875,0.3643017063538233,0.8548060655593872,agnews_external_confirmation_F6_H8_D32_F6_seed342.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,343,0.1748046875,0.009765625,0.171875,0.00625,0.171875,0.182861328125,0.01943359375,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1058.6071248054504,3.370121955871582,0.7503942797581354,0.9665205776691436,0.4335623184839884,2.301971157391866,1.3064590990543363,0.4618254254261653,agnews_external_confirmation_F6_H8_D32_F6_seed343.csv
agnews_external_confirmation_F6,preregistered_agnews_external_confirmation_F6,H8_D32,AG News,,sentence-transformers/all-MiniLM-L6-v2,6,344,0.175537109375,0.01064453125,0.164306640625,-0.0028320312499999,0.164306640625,0.179443359375,0.01533203125,False,False,False,False,0.4166666666666667,0.513888888888889,0.1666666666666666,0.0078125,384,512,6,8,32,256,3584,25447936,256,20000,20000,0.0001,0.0001,1059.0486361980438,3.396958351135254,0.7398558855056763,1.0036302506923676,0.4354392339785893,2.342761447032293,1.2842834790547688,0.4678032497564952,agnews_external_confirmation_F6_H8_D32_F6_seed344.csv
